tconst	averageRating	numVotes
tt0002582	9.1	18
tt0002586	5.3	26
tt0002588	5.9	41
tt0002592	6.7	25
tt0002593	6.0	14
tt0002601	4.9	83
tt0002603	5.1	60
tt0002605	5.7	42
tt0002606	6.6	11
tt0002610	4.8	140
tt0002621	5.3	84
tt0002628	5.6	97
tt0002637	7.7	17
tt0002639	6.1	174
tt0002646	6.5	419
tt0002647	5.7	9
tt0002656	5.6	41
tt0002658	4.1	57
tt0002659	5.3	789
tt0002663	6.0	378
tt0002669	6.8	38
tt0002677	4.5	12
tt0002678	6.3	20
tt0002687	7.8	11
tt0002702	5.0	57
tt0002718	3.8	47
tt0002719	5.4	119
tt0002726	4.8	10
tt0002736	6.1	24
tt0002739	2.6	9
tt0002745	3.8	38
tt0002748	7.2	15
tt0002753	5.5	20
tt0002755	4.7	37
tt0002759	5.9	40
tt0002761	4.2	40
tt0002767	6.0	63
tt0002784	5.1	49
tt0002795	6.1	573
tt0002796	5.3	16
tt0002797	4.9	19
tt0002801	5.6	23
tt0002813	5.2	332
tt0002815	3.8	32
tt0002816	5.9	117
tt0002822	4.4	43
tt0002829	4.6	31
tt0002832	7.8	21
tt0002844	6.9	2271
tt0002847	5.4	30
tt0002848	4.6	40
tt0002850	6.1	32
tt0002851	5.3	403
tt0002853	4.4	40
tt0002863	6.5	54
tt0002867	5.4	115
tt0002885	6.0	109
tt0002893	6.0	16
tt0002894	6.1	16
tt0002897	5.9	49
tt0002898	6.9	142
tt0002902	4.5	39
tt0002910	6.0	85
tt0002917	5.6	39
tt0002919	4.8	82
tt0002921	4.1	23
tt0002922	5.2	69
tt0002954	6.0	14
tt0002956	4.8	62
tt0002968	4.6	11
tt0002973	6.0	17
tt0002983	6.0	504
tt0002985	6.1	345
tt0002990	5.5	163
tt0002996	3.7	27
tt0002999	5.7	28
tt0003001	4.7	20
tt0003002	5.5	17
tt0003006	6.3	23
tt0003014	7.0	1226
tt0003015	4.6	62
tt0003016	5.6	104
tt0003022	5.7	79
tt0003035	5.8	18
tt0003037	6.9	1568
tt0003044	5.5	18
tt0003046	6.7	57
tt0003054	6.0	31
tt0003059	5.7	35
tt0003065	5.6	86
tt0003073	5.4	68
tt0003075	5.9	41
tt0003078	6.9	33
tt0003083	4.7	20
tt0003091	5.7	15
tt0003093	6.1	20
tt0003102	6.2	137
tt0003104	5.7	305
tt0003106	5.6	109
tt0003112	6.2	22
tt0003131	6.7	158
tt0003133	5.4	19
tt0003156	5.6	19
tt0003158	6.1	21
tt0003159	6.1	49
tt0003165	6.9	1233
tt0003167	5.7	258
tt0003170	6.5	805
tt0003177	4.8	152
tt0003206	5.6	5
tt0003207	4.8	16
tt0003208	4.2	12
tt0003212	4.9	29
tt0003214	6.2	282
tt0003215	6.5	15
tt0003226	4.6	17
tt0003227	3.8	12
tt0003228	5.7	11
tt0003235	5.3	37
tt0003238	5.4	127
tt0003241	5.1	20
tt0003242	8.4	17
tt0003249	6.8	27
tt0003265	4.8	89
tt0003278	7.4	20
tt0003288	6.0	27
tt0003301	6.1	46
tt0003309	4.8	28
tt0003310	5.4	62
tt0003311	5.9	395
tt0003316	7.2	17
tt0003317	7.3	17
tt0003318	7.2	10
tt0003323	6.5	30
tt0003330	6.3	114
tt0003337	6.1	52
tt0003338	8.2	12
tt0003345	6.1	19
tt0003355	5.0	21
tt0003360	5.5	105
tt0003362	5.8	25
tt0003365	5.4	22
tt0003379	4.5	14
tt0003386	7.7	15
tt0003388	4.0	11
tt0003399	4.9	290
tt0003401	5.2	31
tt0003410	5.8	12
tt0003417	5.1	57
tt0003419	6.4	2120
tt0003424	7.4	1775
tt0003427	5.9	43
tt0003431	5.6	13
tt0003436	5.5	94
tt0003438	6.3	31
tt0003441	6.0	16
tt0003442	6.3	25
tt0003451	5.6	20
tt0003454	5.8	16
tt0003460	6.4	65
tt0003468	4.6	38
tt0003471	5.9	687
tt0003484	6.0	11
tt0003489	6.1	567
tt0003497	5.5	28
tt0003499	7.3	28
tt0003500	6.8	11
tt0003502	5.3	34
tt0003508	6.4	18
tt0003512	5.0	166
tt0003516	5.1	56
tt0003520	5.0	14
tt0003526	5.7	52
tt0003536	4.7	17
tt0003540	5.8	42
tt0003545	5.5	29
tt0003552	6.7	14
tt0003565	5.8	34
tt0003578	5.9	17
tt0003584	7.2	26
tt0003585	7.0	26
tt0003587	5.6	38
tt0003588	5.4	28
tt0003589	7.1	42
tt0003590	7.1	11
tt0003591	6.1	22
tt0003595	4.7	24
tt0003596	6.2	65
tt0003598	4.6	19
tt0003599	6.8	23
tt0003600	6.8	21
tt0003605	6.7	15
tt0003608	4.0	9
tt0003609	5.1	12
tt0003615	5.8	127
tt0003616	4.9	17
tt0003617	3.9	21
tt0003618	7.0	31
tt0003625	6.3	23
tt0003630	4.6	25
tt0003632	6.7	14
tt0003637	6.2	453
tt0003638	7.0	14
tt0003641	5.0	18
tt0003643	6.4	1290
tt0003657	6.5	203
tt0003660	3.6	6
tt0003662	6.2	858
tt0003665	6.4	98
tt0003668	6.1	22
tt0003670	6.7	34
tt0003675	6.9	21
tt0003679	5.4	1614
tt0003686	7.2	15
tt0003692	7.1	17
tt0003698	6.7	50
tt0003699	4.7	34
tt0003724	5.8	34
tt0003731	5.3	21
tt0003733	4.8	1146
tt0003734	5.2	267
tt0003735	4.9	29
tt0003740	7.1	3564
tt0003743	5.3	44
tt0003748	8.3	17
tt0003750	5.3	20
tt0003751	5.7	48
tt0003758	5.7	1370
tt0003760	5.6	1003
tt0003768	5.0	17
tt0003772	6.1	1026
tt0003777	4.9	38
tt0003784	6.3	22
tt0003803	6.5	42
tt0003804	6.4	18
tt0003805	5.3	1318
tt0003812	7.3	12
tt0003813	4.9	87
tt0003816	6.1	37
tt0003817	4.0	17
tt0003819	7.6	20
tt0003823	7.1	51
tt0003828	5.8	32
tt0003838	6.3	43
tt0003839	6.6	362
tt0003854	3.7	28
tt0003855	6.4	97
tt0003860	5.0	97
tt0003863	5.9	1052
tt0003869	5.2	25
tt0003870	5.2	15
tt0003871	6.2	17
tt0003876	6.0	71
tt0003883	7.3	383
tt0003884	6.8	90
tt0003886	6.0	19
tt0003890	6.1	52
tt0003897	6.4	90
tt0003923	5.2	1067
tt0003930	6.8	1328
tt0003932	6.6	10
tt0003934	5.4	976
tt0003943	4.8	53
tt0003948	4.8	30
tt0003949	5.2	190
tt0003952	6.7	1100
tt0003960	5.6	27
tt0003961	5.6	1562
tt0003965	6.9	23
tt0003969	5.3	234
tt0003972	4.5	29
tt0003973	5.8	260
tt0003978	4.4	18
tt0003980	5.6	28
tt0003982	5.0	28
tt0003996	6.3	19
tt0003998	5.6	47
tt0004002	6.4	44
tt0004007	5.6	850
tt0004008	7.1	3357
tt0004011	5.5	906
tt0004013	5.2	37
tt0004016	4.6	12
tt0004022	6.3	56
tt0004026	6.7	1172
tt0004027	6.4	24
tt0004028	4.1	30
tt0004030	8.4	18
tt0004039	5.5	129
tt0004052	7.0	109
tt0004057	6.3	20
tt0004060	5.1	114
tt0004064	5.2	24
tt0004065	5.6	68
tt0004066	6.8	609
tt0004074	5.6	269
tt0004091	5.0	1117
tt0004099	5.3	487
tt0004100	5.9	1039
tt0004101	5.9	1272
tt0004102	5.3	946
tt0004104	6.0	10
tt0004108	6.2	870
tt0004121	5.6	111
tt0004125	3.0	17
tt0004134	6.4	617
tt0004146	7.9	19
tt0004150	5.8	489
tt0004154	5.5	12
tt0004164	3.7	49
tt0004167	8.0	19
tt0004168	5.1	18
tt0004176	6.8	12
tt0004179	5.5	46
tt0004181	6.2	1365
tt0004182	7.0	64
tt0004189	5.7	3025
tt0004193	4.8	47
tt0004194	5.7	1336
tt0004196	5.7	48
tt0004199	4.1	23
tt0004205	7.6	19
tt0004207	5.2	22
tt0004208	5.4	21
tt0004209	6.4	60
tt0004210	5.6	1498
tt0004212	5.6	207
tt0004219	5.0	11
tt0004223	6.7	66
tt0004229	8.2	11
tt0004235	5.3	27
tt0004238	6.6	17
tt0004243	4.8	60
tt0004248	5.8	11
tt0004249	5.2	21
tt0004253	6.9	17
tt0004257	6.0	16
tt0004260	8.0	15
tt0004268	4.6	27
tt0004272	6.7	24
tt0004277	5.6	922
tt0004279	5.6	395
tt0004280	5.4	978
tt0004282	5.6	1303
tt0004284	5.5	1747
tt0004286	5.2	317
tt0004288	5.5	2084
tt0004291	7.6	15
tt0004294	7.9	19
tt0004295	8.6	39
tt0004307	6.6	21
tt0004311	5.9	1400
tt0004313	5.8	22
tt0004316	5.8	30
tt0004319	5.3	35
tt0004323	6.6	13
tt0004325	5.8	33
tt0004328	5.1	37
tt0004336	6.3	39
tt0004345	4.8	13
tt0004363	8.0	18
tt0004367	5.5	21
tt0004369	6.4	33
tt0004371	7.1	18
tt0004374	4.2	30
tt0004381	2.8	21
tt0004382	5.4	15
tt0004384	5.2	25
tt0004387	5.8	41
tt0004390	5.8	109
tt0004391	6.5	52
tt0004393	6.1	107
tt0004395	6.1	1083
tt0004398	2.3	19
tt0004399	6.4	22
tt0004403	7.2	24
tt0004408	5.5	111
tt0004413	6.4	426
tt0004415	5.9	20
tt0004426	6.3	17
tt0004442	4.9	58
tt0004457	5.4	490
tt0004465	6.3	1037
tt0004475	5.2	30
tt0004496	7.5	16
tt0004499	5.6	848
tt0004518	5.0	1109
tt0004525	5.9	52
tt0004526	4.5	17
tt0004536	5.4	32
tt0004537	5.8	33
tt0004545	3.3	42
tt0004546	6.2	1658
tt0004555	6.1	61
tt0004558	5.6	27
tt0004562	5.7	35
tt0004571	5.9	26
tt0004573	4.8	14
tt0004593	6.1	55
tt0004600	6.9	38
tt0004630	6.2	81
tt0004635	5.7	981
tt0004637	5.3	930
tt0004643	5.4	22
tt0004646	5.7	22
tt0004651	6.8	18
tt0004662	5.7	36
tt0004670	5.2	1276
tt0004674	7.0	40
tt0004681	6.0	238
tt0004690	6.1	15
tt0004691	4.8	50
tt0004693	5.4	1064
tt0004696	6.2	16
tt0004707	6.3	3531
tt0004708	6.8	7
tt0004712	6.2	209
tt0004727	2.7	23
tt0004728	4.5	29
tt0004730	8.1	179
tt0004736	5.7	1294
tt0004740	5.7	28
tt0004743	5.5	159
tt0004757	7.2	20
tt0004766	5.6	219
tt0004786	5.5	10
tt0004792	6.9	26
tt0004821	8.7	9
tt0004825	6.4	307
tt0004832	6.4	29
tt0004836	5.2	100
tt0004837	6.9	28
tt0004838	5.9	182
tt0004846	5.7	36
tt0004847	4.4	23
tt0004849	6.5	50
tt0004853	8.4	20
tt0004866	4.9	23
tt0004869	4.3	24
tt0004870	5.2	88
tt0004872	6.6	253
tt0004873	6.1	522
tt0004887	4.9	45
tt0004888	5.0	50
tt0004889	5.6	38
tt0004891	6.0	16
tt0004905	5.6	49
tt0004907	7.7	38
tt0004908	5.7	30
tt0004913	5.3	15
tt0004923	7.7	12
tt0004924	5.7	10
tt0004936	6.7	2011
tt0004942	4.3	18
tt0004961	6.8	24
tt0004968	4.3	26
tt0004971	5.4	143
tt0004972	6.2	24679
tt0004974	3.7	25
tt0004979	4.8	12
tt0004991	6.1	23
tt0005003	6.0	11
tt0005005	6.5	28
tt0005026	5.8	55
tt0005034	6.5	17
tt0005040	6.7	11
tt0005041	6.7	64
tt0005044	5.8	1746
tt0005046	7.7	12
tt0005047	5.2	50
tt0005049	7.0	20
tt0005050	5.3	17
tt0005053	6.1	28
tt0005054	7.5	29
tt0005059	6.5	130
tt0005060	6.3	1002
tt0005061	5.1	37
tt0005062	5.3	20
tt0005068	5.3	40
tt0005074	6.7	2463
tt0005076	6.6	71
tt0005077	6.0	1715
tt0005078	6.5	2572
tt0005082	5.1	15
tt0005084	6.4	109
tt0005087	4.9	23
tt0005098	4.1	13
tt0005108	4.8	32
tt0005114	5.2	94
tt0005124	6.0	12
tt0005147	5.3	125
tt0005149	6.0	297
tt0005160	5.0	33
tt0005161	5.5	24
tt0005163	6.0	30
tt0005172	6.1	29
tt0005179	5.8	53
tt0005180	7.4	25
tt0005190	7.4	22
tt0005192	7.0	20
tt0005193	8.3	18
tt0005195	5.6	22
tt0005196	7.9	45
tt0005198	6.0	343
tt0005199	5.5	101
tt0005200	6.7	39
tt0005204	5.9	112
tt0005205	5.2	132
tt0005208	7.0	14
tt0005209	5.6	44
tt0005211	3.8	26
tt0005214	5.2	126
tt0005220	5.8	163
tt0005228	5.5	21
tt0005231	3.1	41
tt0005232	6.7	21
tt0005235	4.1	13
tt0005246	6.3	123
tt0005250	7.2	19
tt0005302	6.5	212
tt0005309	5.7	243
tt0005310	5.7	297
tt0005311	5.7	15
tt0005312	5.6	215
tt0005313	6.0	250
tt0005314	5.7	301
tt0005315	6.1	239
tt0005316	6.1	90
tt0005317	6.2	380
tt0005336	5.5	414
tt0005339	5.7	936
tt0005352	6.2	20
tt0005353	7.5	41
tt0005354	5.7	173
tt0005363	7.2	22
tt0005368	5.4	20
tt0005377	6.6	20
tt0005381	5.8	79
tt0005384	7.3	31
tt0005386	5.8	18
tt0005393	5.4	56
tt0005400	7.6	19
tt0005402	6.7	232
tt0005411	2.1	19
tt0005414	6.7	265
tt0005416	6.9	16
tt0005419	7.2	13
tt0005431	6.4	22
tt0005434	3.7	13
tt0005435	4.1	21
tt0005436	5.2	127
tt0005437	4.9	50
tt0005443	5.0	80
tt0005444	5.2	100
tt0005446	6.1	37
tt0005458	7.5	18
tt0005460	5.4	67
tt0005475	4.6	97
tt0005481	5.6	15
tt0005482	4.9	31
tt0005487	6.4	13
tt0005488	5.8	15
tt0005489	6.1	1867
tt0005490	6.8	20
tt0005496	7.2	13
tt0005498	5.0	13
tt0005502	5.8	21
tt0005513	3.8	36
tt0005514	3.3	36
tt0005522	5.9	54
tt0005529	6.7	352
tt0005535	7.5	39
tt0005542	5.6	1606
tt0005545	7.8	18
tt0005547	5.4	8
tt0005551	7.6	35
tt0005553	4.8	21
tt0005554	8.6	15
tt0005556	8.3	24
tt0005557	6.6	388
tt0005561	8.3	18
tt0005562	4.6	30
tt0005566	6.6	15
tt0005571	5.9	1316
tt0005574	6.9	26
tt0005579	5.9	28
tt0005582	6.1	17
tt0005586	6.5	35
tt0005589	6.6	31
tt0005590	6.2	81
tt0005592	7.1	22
tt0005600	5.7	61
tt0005604	5.4	20
tt0005613	6.8	19
tt0005615	6.6	54
tt0005621	7.0	55
tt0005622	6.7	180
tt0005644	7.0	16
tt0005654	5.1	156
tt0005656	5.6	49
tt0005660	5.3	140
tt0005661	6.0	118
tt0005663	5.8	14
tt0005664	6.1	23
tt0005667	2.0	23
tt0005674	5.4	41
tt0005675	5.7	115
tt0005676	6.0	270
tt0005677	5.7	233
tt0005678	5.8	249
tt0005679	5.1	219
tt0005680	5.9	177
tt0005682	5.3	80
tt0005683	5.9	45
tt0005700	6.2	33
tt0005703	5.5	87
tt0005719	5.5	187
tt0005731	6.0	42
tt0005733	7.3	20
tt0005739	6.8	35
tt0005746	5.0	20
tt0005752	8.2	17
tt0005753	4.9	143
tt0005756	7.0	23
tt0005758	7.5	20
tt0005771	6.8	26
tt0005772	5.8	24
tt0005774	5.8	22
tt0005780	7.0	15
tt0005793	6.1	11
tt0005802	2.5	24
tt0005808	5.4	35
tt0005809	6.9	322
tt0005810	5.9	1737
tt0005811	7.5	16
tt0005812	6.5	2115
tt0005823	7.0	40
tt0005831	6.9	19
tt0005832	5.8	66
tt0005838	4.4	53
tt0005845	5.8	33
tt0005864	5.5	203
tt0005869	4.4	11
tt0005871	6.9	25
tt0005875	5.6	48
tt0005878	4.8	12
tt0005879	7.1	26
tt0005891	4.9	115
tt0005901	6.1	20
tt0005905	7.1	27
tt0005910	5.6	1162
tt0005915	6.5	54
tt0005916	6.8	910
tt0005928	5.5	27
tt0005930	5.4	22
tt0005931	7.0	58
tt0005939	5.4	31
tt0005945	7.3	47
tt0005951	6.8	731
tt0005955	5.5	107
tt0005956	8.5	14
tt0005960	6.8	1295
tt0005962	5.9	43
tt0005974	7.2	27
tt0005978	4.4	27
tt0005984	6.9	17
tt0005987	5.8	25
tt0005992	6.4	33
tt0005994	8.5	13
tt0005997	6.0	24
tt0005998	5.2	24
tt0005999	5.0	24
tt0006007	7.4	17
tt0006008	6.1	37
tt0006020	5.2	18
tt0006026	5.3	72
tt0006032	6.2	1548
tt0006036	5.6	16
tt0006041	7.2	14
tt0006047	5.2	11
tt0006059	6.1	17
tt0006062	5.4	28
tt0006063	4.8	25
tt0006088	5.3	13
tt0006101	7.4	24
tt0006102	5.4	62
tt0006115	5.3	170
tt0006119	6.5	25
tt0006128	7.0	15
tt0006134	5.7	30
tt0006140	6.5	20
tt0006144	3.4	30
tt0006145	5.3	228
tt0006150	5.0	46
tt0006157	3.9	37
tt0006158	5.8	11
tt0006160	6.7	44
tt0006177	6.9	3384
tt0006182	6.1	110
tt0006201	2.4	26
tt0006202	5.0	18
tt0006204	6.5	19
tt0006206	7.3	4853
tt0006210	6.3	22
tt0006213	3.4	31
tt0006215	5.2	57
tt0006217	7.5	17
tt0006229	3.2	12
tt0006238	7.2	37
tt0006241	8.0	23
tt0006243	5.9	23
tt0006258	5.7	41
tt0006262	6.0	91
tt0006276	6.6	36
tt0006279	2.0	23
tt0006280	2.5	22
tt0006283	6.8	32
tt0006291	7.8	26
tt0006293	5.5	41
tt0006296	5.5	158
tt0006299	8.1	21
tt0006309	6.4	1794
tt0006313	6.2	1670
tt0006318	5.3	18
tt0006327	5.9	188
tt0006331	6.6	12
tt0006333	6.1	1802
tt0006339	5.1	44
tt0006343	5.9	28
tt0006349	5.8	333
tt0006350	4.8	23
tt0006354	5.1	49
tt0006357	6.4	104
tt0006358	7.6	21
tt0006359	6.1	89
tt0006363	6.1	24
tt0006371	7.8	21
tt0006373	7.9	32
tt0006375	6.6	51
tt0006385	7.0	18
tt0006386	6.4	39
tt0006397	5.8	61
tt0006399	5.6	83
tt0006402	6.1	15
tt0006405	6.6	421
tt0006409	7.3	73
tt0006413	5.5	18
tt0006414	6.9	2800
tt0006417	6.1	19
tt0006419	4.2	14
tt0006426	5.7	54
tt0006434	4.8	20
tt0006436	5.8	18
tt0006437	7.3	28
tt0006444	5.7	60
tt0006446	5.5	62
tt0006449	5.5	133
tt0006450	6.6	10
tt0006451	5.9	60
tt0006453	5.0	31
tt0006454	5.9	34
tt0006455	5.8	57
tt0006456	7.3	30
tt0006457	5.6	32
tt0006463	8.8	16
tt0006481	6.1	74
tt0006482	6.2	122
tt0006484	4.3	8
tt0006487	4.5	14
tt0006489	5.5	30
tt0006494	6.0	186
tt0006505	7.5	17
tt0006508	6.9	49
tt0006509	5.3	591
tt0006511	6.2	76
tt0006517	5.9	371
tt0006547	8.0	87
tt0006548	6.6	2284
tt0006552	5.1	21
tt0006554	6.9	20
tt0006557	6.5	22
tt0006562	5.8	172
tt0006564	5.6	82
tt0006568	7.3	63
tt0006570	6.4	19
tt0006580	5.0	16
tt0006588	6.2	14
tt0006589	6.6	164
tt0006592	6.0	82
tt0006593	4.9	76
tt0006598	6.0	14
tt0006600	3.8	22
tt0006601	5.0	21
tt0006603	6.0	14
tt0006605	7.1	23
tt0006614	6.4	233
tt0006617	6.1	257
tt0006621	5.6	34
tt0006631	6.2	21
tt0006636	4.4	7
tt0006637	7.3	19
tt0006642	6.0	10
tt0006645	4.6	20
tt0006653	6.5	31
tt0006664	5.2	101
tt0006666	6.0	34
tt0006668	6.7	446
tt0006671	4.7	12
tt0006673	3.6	21
tt0006679	4.9	36
tt0006684	6.5	2645
tt0006688	6.4	189
tt0006689	6.6	2440
tt0006692	5.2	36
tt0006699	5.6	22
tt0006703	5.8	65
tt0006706	5.9	22
tt0006707	5.5	11
tt0006713	6.2	30
tt0006714	5.0	12
tt0006726	6.8	35
tt0006731	5.9	646
tt0006736	6.6	234
tt0006745	6.4	520
tt0006751	5.9	71
tt0006753	6.7	191
tt0006761	5.8	76
tt0006764	6.4	288
tt0006766	7.3	16
tt0006770	6.7	19
tt0006773	6.2	38
tt0006780	6.7	979
tt0006782	4.6	91
tt0006796	5.6	27
tt0006801	5.4	176
tt0006803	6.3	16
tt0006809	6.0	167
tt0006813	7.1	48
tt0006819	6.2	53
tt0006820	6.0	97
tt0006826	5.9	896
tt0006829	4.4	10
tt0006831	6.0	20
tt0006835	4.4	41
tt0006836	2.3	20
tt0006843	3.8	6
tt0006846	5.7	33
tt0006847	7.0	22
tt0006859	6.9	31
tt0006861	6.3	54
tt0006863	5.5	16
tt0006864	7.7	15529
tt0006865	6.6	32
tt0006867	6.4	37
tt0006874	6.9	18
tt0006886	7.3	1005
tt0006893	4.2	23
tt0006895	5.7	88
tt0006902	5.7	56
tt0006913	6.4	24
tt0006914	6.0	51
tt0006917	4.2	24
tt0006918	5.4	16
tt0006932	6.6	49
tt0006942	7.8	24
tt0006943	5.6	40
tt0006952	4.8	47
tt0006963	4.2	62
tt0006978	5.2	307
tt0006991	4.0	37
tt0006995	6.7	33
tt0006997	6.0	102
tt0007003	5.7	83
tt0007005	4.6	21
tt0007009	4.1	13
tt0007012	4.5	24
tt0007019	4.5	9
tt0007023	5.1	25
tt0007031	6.4	95
tt0007034	7.7	37
tt0007038	7.0	25
tt0007042	4.2	17
tt0007047	6.3	624
tt0007049	6.4	65
tt0007061	5.3	19
tt0007070	4.8	8
tt0007075	4.9	7
tt0007098	6.1	111
tt0007100	7.6	30
tt0007107	6.6	29
tt0007108	6.8	923
tt0007110	6.7	18
tt0007111	6.1	21
tt0007116	6.1	19
tt0007117	5.7	20
tt0007118	8.2	42
tt0007120	6.3	30
tt0007136	6.1	66
tt0007142	7.2	32
tt0007145	7.0	3326
tt0007146	6.5	19
tt0007151	7.7	59
tt0007160	7.4	18
tt0007162	7.0	3419
tt0007165	7.8	15
tt0007167	5.4	26
tt0007177	4.3	123
tt0007183	6.7	743
tt0007184	5.1	20
tt0007188	6.6	30
tt0007194	6.4	1814
tt0007197	4.7	24
tt0007201	8.0	18
tt0007202	6.1	79
tt0007208	5.5	97
tt0007220	6.0	16
tt0007229	8.9	21
tt0007240	6.4	40
tt0007246	3.6	19
tt0007248	8.0	19
tt0007250	6.3	8
tt0007254	9.0	15
tt0007255	5.1	23
tt0007257	5.5	604
tt0007259	4.2	10
tt0007260	6.3	184
tt0007263	5.2	39
tt0007264	7.0	3823
tt0007272	7.6	27
tt0007278	6.3	40
tt0007279	5.4	37
tt0007297	6.3	22
tt0007303	8.0	21
tt0007308	4.8	21
tt0007309	5.6	242
tt0007311	5.2	11
tt0007313	5.4	20
tt0007317	6.2	22
tt0007326	9.0	17
tt0007338	6.3	414
tt0007339	7.8	19
tt0007340	6.9	585
tt0007353	5.6	25
tt0007361	6.3	405
tt0007367	5.8	549
tt0007368	6.4	109
tt0007375	3.0	43
tt0007380	7.8	14
tt0007407	6.3	14
tt0007410	5.0	28
tt0007413	5.7	93
tt0007418	5.0	10
tt0007422	5.8	34
tt0007433	6.7	513
tt0007439	5.3	187
tt0007453	7.6	40
tt0007454	6.3	43
tt0007459	6.5	116
tt0007462	6.8	24
tt0007464	5.8	22
tt0007473	7.0	30
tt0007476	5.1	1099
tt0007486	7.7	13
tt0007491	5.8	13
tt0007498	6.8	23
tt0007499	3.8	19
tt0007506	6.1	18
tt0007507	6.9	2909
tt0007514	6.7	17
tt0007516	6.4	16
tt0007518	5.5	15
tt0007522	5.7	143
tt0007530	6.8	192
tt0007539	7.2	26
tt0007558	6.2	735
tt0007567	5.3	186
tt0007590	6.2	54
tt0007610	5.8	337
tt0007613	7.3	4117
tt0007614	6.6	23
tt0007617	5.6	113
tt0007618	6.6	18
tt0007620	5.3	45
tt0007624	5.6	159
tt0007626	4.6	14
tt0007645	8.2	16
tt0007646	7.5	63
tt0007647	6.3	12
tt0007660	4.0	12
tt0007669	6.2	31
tt0007673	5.4	23
tt0007678	6.7	15
tt0007679	5.1	15
tt0007684	6.2	18
tt0007686	6.5	232
tt0007690	5.3	18
tt0007698	5.0	70
tt0007699	5.4	55
tt0007702	7.2	32
tt0007709	5.3	142
tt0007711	7.4	62
tt0007713	6.2	8
tt0007715	5.7	57
tt0007718	6.0	51
tt0007720	5.9	156
tt0007725	4.6	24
tt0007726	5.9	28
tt0007728	5.8	55
tt0007730	6.2	57
tt0007755	6.0	583
tt0007761	6.3	1624
tt0007762	4.6	12
tt0007764	6.0	297
tt0007765	4.3	19
tt0007774	5.5	16
tt0007778	6.7	30
tt0007791	4.7	30
tt0007794	5.5	13
tt0007795	7.1	80
tt0007801	6.5	360
tt0007802	5.8	185
tt0007809	5.0	49
tt0007811	6.7	21
tt0007812	5.7	33
tt0007814	7.0	14
tt0007819	6.3	1667
tt0007825	6.9	51
tt0007832	7.1	3581
tt0007834	7.2	18
tt0007854	6.6	29
tt0007857	7.4	20
tt0007865	7.7	13
tt0007867	7.2	53
tt0007873	6.3	73
tt0007880	7.5	5376
tt0007882	4.8	11
tt0007891	3.8	11
tt0007903	6.7	21
tt0007910	6.8	50
tt0007927	7.5	27
tt0007931	6.7	49
tt0007932	6.6	17
tt0007942	5.0	46
tt0007952	6.4	16
tt0007956	6.2	106
tt0007958	6.1	26
tt0007963	8.2	17
tt0007983	6.2	175
tt0007984	3.8	20
tt0007986	5.2	23
tt0007992	6.6	53
tt0007998	7.1	27
tt0008004	7.0	19
tt0008010	5.9	28
tt0008011	6.2	166
tt0008022	4.6	22
tt0008024	6.8	31
tt0008029	6.6	38
tt0008031	5.9	24
tt0008036	6.9	23
tt0008039	4.3	20
tt0008040	6.4	10
tt0008041	7.3	31
tt0008043	6.6	9
tt0008048	7.0	10
tt0008051	5.8	13
tt0008057	6.0	13
tt0008060	5.3	102
tt0008072	5.6	22
tt0008075	6.5	29
tt0008086	5.9	81
tt0008091	6.6	18
tt0008099	5.8	126
tt0008100	6.4	712
tt0008112	5.9	1079
tt0008122	6.8	44
tt0008130	5.7	7
tt0008133	7.6	8450
tt0008134	7.0	22
tt0008144	5.2	32
tt0008150	6.4	589
tt0008151	4.2	15
tt0008159	6.9	48
tt0008161	6.1	68
tt0008163	3.5	19
tt0008164	3.7	20
tt0008168	3.8	15
tt0008175	6.0	14
tt0008176	7.8	24
tt0008177	7.0	13
tt0008179	5.9	13
tt0008188	6.3	689
tt0008195	4.0	18
tt0008196	6.2	696
tt0008207	5.1	13
tt0008212	5.6	164
tt0008217	7.2	37
tt0008232	6.1	21
tt0008234	5.0	14
tt0008241	6.6	22
tt0008252	6.0	118
tt0008259	6.4	61
tt0008260	5.0	15
tt0008266	5.3	23
tt0008271	4.2	48
tt0008279	6.2	135
tt0008281	8.3	24
tt0008285	5.8	13
tt0008305	6.6	35
tt0008309	6.7	312
tt0008319	6.2	96
tt0008329	5.9	95
tt0008331	5.0	100
tt0008338	4.6	48
tt0008348	5.3	18
tt0008353	5.6	25
tt0008355	6.5	39
tt0008359	6.0	40
tt0008361	4.6	24
tt0008362	7.1	71
tt0008371	7.3	31
tt0008372	6.7	44
tt0008374	6.3	37
tt0008377	5.9	957
tt0008381	8.0	114
tt0008387	1.1	22
tt0008389	5.7	35
tt0008394	5.4	15
tt0008395	6.8	557
tt0008401	5.7	184
tt0008402	4.6	17
tt0008411	6.3	39
tt0008416	5.9	17
tt0008426	7.8	13
tt0008431	7.0	15
tt0008432	5.9	34
tt0008442	7.2	60
tt0008443	6.7	1429
tt0008447	4.6	12
tt0008458	6.5	105
tt0008474	6.8	11
tt0008476	5.7	35
tt0008489	6.4	165
tt0008491	5.7	24
tt0008493	5.1	55
tt0008496	7.0	18
tt0008498	6.4	110
tt0008499	6.3	855
tt0008500	6.1	213
tt0008502	2.1	23
tt0008510	5.4	11
tt0008519	6.1	825
tt0008523	5.6	1336
tt0008526	8.0	94
tt0008528	9.2	16
tt0008536	6.8	199
tt0008539	5.6	26
tt0008541	5.4	109
